C trainF1.5 validF1.5
0.1 0.0 0.0
0.2 0.0 0.0
0.3 0.0 0.0
0.4 0.0 0.0
0.5 0.0 0.0
0.6 0.0 0.0
0.7 0.0 0.0
0.7999999999999999 0.0 0.0
0.8999999999999999 0.0 0.0
0.9999999999999999 0.0 0.0
1.0999999999999999 0.0 0.0
1.2 0.0 0.0
1.3 0.0 0.0
1.4 0.0 0.0
1.5 0.0 0.0
1.5999999999999999 0.0 0.0
1.7 0.0 0.0
1.8 0.0 0.0
1.9 0.0 0.0
2.0 0.0 0.0
